Words,Word Frequency,Part of Speech
structures,2,NNS
thematic,2,JJ
audience,2,NN
described,2,NNS
conspicuous,2,JJ
short,2,JJ
change,2,VBP
Later,2,NNP
Brown,2,NNP
device,2,NN
much,2,JJ
referential,2,JJ
makes,2,VBZ
Wild,2,NNP
explaining,2,VBG
criterion,2,NN
appearance,2,NN
commanded,2,VBD
Interpretation,2,NNP
body,2,NN
124,2,CD
exegetes,2,NNS
Exegesis,2,NNP
help,2,VB
Arabs,2,NNP
themes,2,NNS
Commentators,2,NNP
abrogation,2,NN
Ahmadiyya,2,NNP
Community,2,NNP
Esoteric,2,NNP
zahir,2,NN
instead,2,RB
batin,2,NN
132,2,CD
love,2,VBP
When,2,WRB
manifestation,2,NN
unveiling,2,VBG
directed,2,VBN
towards,2,NNS
obvious,2,JJ
hermeneutic,2,JJ
Rather,2,NNP
yet,2,RB
sort,2,JJ
reality,2,NN
secrets,2,NNS
acceptable,2,JJ
unacceptable,2,JJ
incorrect,2,NN
idea,2,NN
Sufis,2,NNP
Many,2,JJ
Mathnawi,2,NNP
containing,2,VBG
140,2,CD
Salafis,2,NNP
141,2,CD
Corbin,2,NNP
hidden,2,NN
turn,2,NN
outward,2,IN
Reappropriation,2,NNP
renegotiation,2,NN
difficult,2,JJ
surat,2,NN
bin,2,VBP
Abdul,2,NNP
request,2,NN
Mansur,2,NNP
three,2,CD
Emperor,2,NNP
Tehran,2,NNP
Latin,2,NNP
L,2,NNP
Alcoran,2,NNP
de,2,IN
Mahomet,2,NNP
1647,2,CD
du,2,NN
Ryer,2,NNP
John,2,NNP
Era,2,NNP
separate,2,JJ
discipline,2,NN
pause,2,NN
methods,2,NNS
features,2,NNS
recitations,2,NNS
types,2,VBZ
vowel,2,NN
tashkeel,2,JJ
lifetimes,2,NNS
Sahabah,2,NNP
159,2,CD
chose,2,VBD
readers,2,NNS
Mujahid,2,NNP
saying,2,VBG
symbols,2,NNS
details,2,NNS
Writing,2,NNP
19th,2,CD
copyists,2,NNS
demand,2,NN
Naskh,2,NNP
q,2,NN
14th,2,CD
movable,2,JJ
Eastern,2,NNP
Paganini,2,NNP
editions,2,NNS
Abraham,2,NNP
1726,2,CD
press,2,NN
Turkish,2,NNP
Saint,2,NNP
Petersburg,2,NNP
James,2,NNP
forces,2,NNS
criticism,2,NN
step,2,NN
Christian,2,NNP
Diatessaron,2,NNP
say,2,VBP
diction,2,NN
k,1,NN
kor,1,NN
AHN,1,NNP
alqur,1,VBD
Slightly,1,RB
shorter,1,JJR
organized,1,VBD
sur,1,NN
chronology,1,NN
matter,1,NN
exceptions,1,NNS
Surah,1,NNP
orally,1,RB
archangel,1,VBZ
Jibril,1,NNP
incrementally,1,RB
December,1,NNP
609,1,CD
19,1,CD
concluding,1,VBG
21,1,CD
culmination,1,NN
messages,1,NNS
starting,1,VBG
Tawrah,1,NNP
Zabur,1,NNP
Psalms,1,NNP
Injil,1,NNP
occurs,1,VBZ
served,1,VBD
Shortly,1,RB
archetype,1,NN
assumes,1,VBZ
familiarity,1,JJ
Biblical,1,NNP
apocryphal,1,NN
summarizes,1,VBZ
dwells,1,NNS
cases,1,NNS
presents,1,NNS
alternative,1,JJ
28,1,CD
offers,1,NNS
detailed,1,VBD
emphasizes,1,VBZ
narrative,1,JJ
Supplementing,1,NNP
cryptic,1,JJ
rulings,1,NNS
denominations,1,NNS
hadiths,1,NNS
oral,1,JJ
describe,1,JJ
31,1,CD
Someone,1,NNP
hafiz,1,NN
ayah,1,VBP
elocution,1,NN
purpose,1,JJ
typically,1,RB
tarawih,1,NN
extrapolate,1,NN
32,1,CD
Etymology,1,NNP
assuming,1,VBG
verbal,1,JJ
noun,1,JJ
dar,1,NN
verb,1,NN
equivalent,1,JJ
qery,1,NN
lesson,1,NN
While,1,IN
authorities,1,NNS
Regardless,1,NNP
reciting,1,VBG
reflected,1,VBD
Us,1,NNP
nahu,1,JJ
liturgical,1,JJ
listen,1,JJ
keep,1,VB
assume,1,VB
codified,1,VBD
closely,1,RB
synonyms,1,NN
synonym,1,NN
converge,1,NN
latter,1,RBR
denote,1,VBP
usually,1,RB
definite,1,JJ
article,1,NN
wa,1,JJ
intervals,1,NNS
37,1,CD
sense,1,NN
reminder,1,NN
warning,1,VBG
ikmah,1,JJ
8,1,CD
discernment,1,NN
furq,1,NN
mother,1,NN
umm,1,JJ
huda,1,NN
hikmah,1,NN
signifying,1,VBG
descent,1,NN
object,1,NN
higher,1,JJR
lower,1,RBR
39,1,CD
mus,1,NN
haf,1,NN
identify,1,VBP
History,1,NNP
Prophetic,1,NNP
Cave,1,NNP
Hira,1,NNP
isolated,1,VBD
retreats,1,NN
mountains,1,NNS
Thereafter,1,VBP
immigrated,1,VBN
formed,1,VBD
learn,1,VBP
teach,1,VBP
Quraysh,1,NNP
prisoners,1,NNS
Badr,1,NNP
regained,1,VBD
freedom,1,RB
taught,1,JJ
simple,1,NN
gradually,1,RB
literate,1,JJ
tablets,1,NNS
bones,1,NNS
flat,1,JJ
ends,1,NNS
fronds,1,VBZ
amongst,1,NN
sayings,1,NNS
call,1,NN
agreement,1,NN
43,1,CD
Sahih,1,NNP
Bukhari,1,NNP
Sometimes,1,RB
ringing,1,VBG
bell,1,NN
Aisha,1,NNP
saw,1,VBD
Divinely,1,NNP
cold,1,JJ
noticed,1,VBD
sweat,1,NN
dropping,1,VBG
forehead,1,JJ
accompanied,1,VBN
agent,1,NN
45,1,CD
grew,1,VBD
uppermost,1,NN
horizon,1,NN
Then,1,RB
drew,1,VBD
nigh,1,JJ
till,1,JJ
distant,1,JJ
bows,1,NNS
46,1,CD
Encyclopaedia,1,NNP
believes,1,VBZ
graphic,1,JJ
descriptions,1,NNS
condition,1,NN
moments,1,NNS
genuine,1,VBP
severely,1,RB
disturbed,1,JJ
seizures,1,NNS
superhuman,1,NN
inspirations,1,NNS
accused,1,VBD
possessed,1,JJ
soothsayer,1,NN
magician,1,JJ
claimed,1,VBD
figures,1,NNS
additionally,1,RB
uncertain,1,JJ
occurred,1,JJ
initial,1,JJ
47,1,CD
48,1,CD
illiterate,1,NN
complex,1,JJ
commentators,1,NNS
induced,1,JJ
inability,1,NN
inexperience,1,NN
ignorance,1,NN
previous,1,JJ
gave,1,VBD
priority,1,NN
genuineness,1,NN
Fakhr,1,NNP
Razi,1,NNP
mastered,1,VBD
ancestors,1,NNS
prefer,1,VBP
take,1,VB
unfamiliarity,1,NN
49,1,CD
Dhu,1,NNP
Hijjah,1,NNP
February,1,NNP
March,1,NNP
finished,1,VBD
sermon,1,JJ
Ghadir,1,NNP
Khumm,1,NNP
Compilation,1,NNP
killed,1,VBN
Yamama,1,NNP
Musaylimah,1,NNP
634,1,CD
decided,1,VBD
Thabit,1,NNP
655,1,CD
Divine,1,NNP
died,1,JJ
reaction,1,NN
task,1,NN
difficulties,1,NNS
collecting,1,VBG
leaf,1,JJ
stalks,1,NNS
thin,1,JJ
stones,1,NNS
collectively,1,RB
suhuf,1,VBP
644,1,CD
widow,1,NN
entrusted,1,VBD
requested,1,VBD
656,1,CD
noticing,1,VBG
slight,1,NN
expanded,1,VBD
Arabian,1,NNP
Peninsula,1,NNP
Persia,1,NNP
Levant,1,NNP
sanctity,1,NN
committee,1,NN
headed,1,VBD
prepare,1,JJ
52,1,CD
committed,1,VBN
That,1,IN
model,1,NN
promulgated,1,JJ
urban,1,JJ
centers,1,NNS
destroyed,1,VBD
54,1,CD
55,1,CD
661,1,CD
shortly,1,RB
differed,1,VBN
objection,1,NN
circulation,1,NN
personal,1,JJ
might,1,MD
ud,1,JJ
Ubay,1,NNP
likely,1,RB
Several,1,NNP
Early,1,NNP
understanding,1,VBG
search,1,NN
yielded,1,VBD
58,1,CD
professor,1,NN
Fred,1,NNP
Donner,1,NNP
attempt,1,IN
establish,1,VB
uniform,1,JJ
wider,1,RBR
varied,1,JJ
canonical,1,JJ
suppressed,1,VBD
despite,1,IN
59,1,CD
ceased,1,VBN
61,1,CD
reconstruction,1,NN
Historically,1,NNP
controversy,1,JJ
debates,1,NNS
continue,1,VBP
63,1,CD
1972,1,CD
Yemen,1,NNP
proved,1,VBD
reusable,1,JJ
scarcity,1,NN
faint,1,NN
underlying,1,VBG
inferior,1,JJ
barely,1,RB
visible,1,JJ
superior,1,JJ
belong,1,RB
64,1,CD
Studies,1,NNPS
671,1,CD
percent,1,NN
65,1,CD
66,1,JJ
Gerd,1,NNP
R,1,NNP
investigating,1,VBG
research,1,NN
team,1,NN
000,1,CD
microfilm,1,NN
photographs,1,NN
entirety,1,NN
unconventional,1,JJ
orderings,1,NNS
variations,1,NNS
rare,1,JJ
reused,1,JJ
implied,1,JJ
evolving,1,VBG
fixed,1,VBN
2015,1,CD
1370,1,CD
library,1,JJ
England,1,NNP
carried,1,VBD
Oxford,1,NNP
Radiocarbon,1,NNP
Accelerator,1,NNP
Unit,1,NNP
568,1,CD
645,1,CD
exemplar,1,JJ
allow,1,NN
certainty,1,VBP
existing,1,VBG
Saud,1,NNP
Sarhan,1,NNP
expressed,1,VBD
age,1,NN
chapter,1,NN
separators,1,NNS
69,1,CD
E,1,NNP
B,1,NNP
Brandeis,1,NNP
Huffington,1,NNP
Post,1,NNP
proposed,1,VBD
notes,1,NNS
discovery,1,NN
confirmed,1,VBD
decades,1,NNS
presenting,1,VBG
substantially,1,RB
conformity,1,NN
reinforces,1,NNS
growing,1,VBG
consensus,1,NN
sceptical,1,JJ
revisionist,1,NN
theories,1,NNS
untenable,1,JJ
findings,1,NNS
whereas,1,IN
counterpart,1,NN
stand,1,VBP
ongoing,1,VBG
Significance,1,NNP
angel,1,RB
71,1,CD
Revered,1,NNP
pious,1,JJ
holies,1,NNS
sound,1,JJ
tears,1,NNS
esctasy,1,JJ
73,1,CD
symbol,1,NN
charm,1,NN
74,1,CD
Consequently,1,RB
rest,1,VB
beneath,1,NN
drink,1,VB
smoke,1,NN
aloud,1,NN
listened,1,VBD
silence,1,NN
talisman,1,NN
disease,1,NN
disaster,1,NN
Traditionally,1,RB
emphasis,1,NN
put,1,VBD
children,1,NNS
memorizing,1,VBG
6200,1,CD
succeeding,1,VBG
honored,1,VBD
title,1,JJ
Hafiz,1,NNP
Millions,1,NNP
millions,1,NNS
justify,1,JJ
aspirations,1,NNS
recent,1,JJ
Revelation,1,NN
addressing,1,VBG
conveying,1,VBG
greater,1,JJR
recipients,1,NNS
process,1,NN
send,1,NN
nuz,1,NN
With,1,IN
asserts,1,NNS
ordained,1,VBD
imply,1,RB
80,1,CD
tablet,1,NN
records,1,NNS
82,1,CD
wording,1,VBG
protected,1,VBN
corruption,1,NN
indeed,1,RB
guardian,1,JJ
Sh,1,NNP
interpret,1,VBZ
84,1,CD
agree,1,NN
Sunnis,1,NNP
unchallenged,1,JJ
Twelvers,1,NNPS
Zaydi,1,NNP
Kharijites,1,NNP
artificial,1,JJ
wrongly,1,RB
framed,1,VBD
86,1,CD
quotation,1,NN
verify,1,VB
jaz,1,NN
match,1,NN
effective,1,JJ
Resurrection,1,NNP
authentication,1,NN
status,1,NN
inimitability,1,NN
originates,1,VBZ
opponents,1,NNS
challenged,1,VBD
sprites,1,NNS
banded,1,VBD
backed,1,VBN
87,1,CD
examined,1,JJ
Jurjani,1,NNP
1078,1,CD
Baqillani,1,NNP
1013,1,CD
treatises,1,NNS
approaches,1,NNS
Others,1,NNP
noble,1,JJ
freshness,1,JJ
ages,1,NNS
caused,1,VBD
transformations,1,NNS
level,1,JJ
information,1,NN
agrees,1,VBZ
miraculousness,1,NN
emphasized,1,VBD
unlettered,1,JJ
composing,1,VBG
88,1,CD
Praised,1,VBD
Universe,1,NNP
Beneficent,1,NNP
Merciful,1,NNP
Master,1,NNP
Judgment,1,NNP
assistance,1,NN
blessings,1,NNS
neither,1,CC
Your,1,PRP$
gone,1,VBN
astray,1,JJ
89,1,CD
choice,1,NN
Respect,1,NNP
element,1,NN
treated,1,VBD
reverence,1,NN
Based,1,VBD
touch,1,VB
clean,1,JJ
ritual,1,JJ
cleansing,1,NN
touching,1,VBG
Worn,1,NNP
wrapped,1,VBD
cloth,1,VB
stored,1,VBN
indefinitely,1,RB
safe,1,JJ
cemetery,1,NN
burned,1,VBD
ashes,1,NNS
intellectual,1,JJ
theology,1,NN
mysticism,1,NN
jurisprudence,1,NN
foundation,1,NN
teachings,1,NNS
preaching,1,VBG
rewarded,1,VBD
rewards,1,NNS
variously,1,RB
ajr,1,VBP
thawab,1,JJ
hasanat,1,NN
91,1,CD
specifically,1,RB
illumination,1,NN
figurative,1,JJ
images,1,NNS
Qurans,1,VBZ
decorative,1,JJ
patterns,1,NNS
margins,1,NNS
media,1,NNS
buildings,1,NNS
objects,1,NNS
